character,unicode,custom_code,original_code,glyph_slot,metric_donor_index,mapping_status,source
인,U+C778,0xa161,0x89ea,1999,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
일,U+C77C,0xa162,0x9162,1998,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
읽,U+C77D,0xa163,0x8ec4,1997,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
임,U+C784,0xa164,0x8ba7,1996,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
입,U+C785,0xa165,0x9082,1995,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
있,U+C788,0xa166,0x8c46,1994,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
자,U+C790,0xa167,0x8a87,1993,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
작,U+C791,0xa168,0x88c9,1992,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
잘,U+C798,0xa169,0x8de3,1991,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
장,U+C7A5,0xa16a,0x8d61,1990,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
저,U+C800,0xa16b,0x8d5f,1989,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
적,U+C801,0xa16c,0x96f6,1988,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
전,U+C804,0xa16d,0x907b,1987,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
점,U+C810,0xa16e,0x96f5,1986,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
접,U+C811,0xa16f,0x8d5d,1985,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
정,U+C815,0xa170,0x9753,1984,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
제,U+C81C,0xa171,0x93d6,1983,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
졌,U+C84C,0xa172,0x94f3,1982,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
조,U+C870,0xa173,0x9272,1981,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
족,U+C871,0xa174,0x8d57,1980,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
종,U+C885,0xa175,0x9271,1979,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
주,U+C8FC,0xa176,0x8959,1978,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
중,U+C911,0xa177,0xe1c1,1977,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
즐,U+C990,0xa178,0x918f,1976,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
증,U+C99D,0xa179,0x9843,1975,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
지,U+C9C0,0xa17a,0x9842,1974,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
직,U+C9C1,0xa17b,0x8b93,1973,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
진,U+C9C4,0xa17c,0x8b7b,1972,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
질,U+C9C8,0xa17d,0x8a50,1971,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
집,U+C9D1,0xa17e,0x95e4,1970,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
째,U+C9F8,0xa180,0x99ef,1969,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
쪽,U+CABD,0xa181,0xe1d2,1968,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
차,U+CC28,0xa182,0x9a4c,1967,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
착,U+CC29,0xa183,0x8755,1966,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
창,U+CC3D,0xa184,0x908a,1965,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
채,U+CC44,0xa185,0x906f,1964,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
책,U+CC45,0xa186,0x9678,1963,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
처,U+CC98,0xa187,0x93ba,1962,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
첫,U+CCAB,0xa188,0x9478,1961,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
체,U+CCB4,0xa189,0x8ece,1960,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
촌,U+CD0C,0xa18a,0x8951,1959,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
최,U+CD5C,0xa18b,0x95c5,1958,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
추,U+CD94,0xa18c,0x9098,1957,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
출,U+CD9C,0xa18d,0x8e98,1956,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
춤,U+CDA4,0xa18e,0x89ad,1955,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
춰,U+CDB0,0xa18f,0x8f63,1954,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
치,U+CE58,0xa190,0x8a67,1953,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
카,U+CE74,0xa191,0x94cc,1952,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
칸,U+CE78,0xa192,0x946b,1951,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
캐,U+CE90,0xa193,0x9867,1950,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
커,U+CEE4,0xa194,0x92ad,1949,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
컬,U+CEEC,0xa195,0x914d,1948,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
켜,U+CF1C,0xa196,0x9786,1947,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
콤,U+CF64,0xa197,0x8f8c,1946,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
쿨,U+CFE8,0xa198,0x94e3,1945,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
크,U+D06C,0xa199,0x88ec,1944,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
큰,U+D070,0xa19a,0x9063,1943,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
클,U+D074,0xa19b,0x9062,1942,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
큽,U+D07D,0xa19c,0x985a,1941,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
킬,U+D0AC,0xa19d,0x91bf,1940,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
타,U+D0C0,0xa19e,0x8946,1939,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
태,U+D0DC,0xa19f,0x8ce2,1938,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
택,U+D0DD,0xa1a0,0x8c5f,1937,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
터,U+D130,0xa1a1,0x8cdf,1936,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
테,U+D14C,0xa1a2,0x97f2,1935,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
템,U+D15C,0xa1a3,0x8db9,1934,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
토,U+D1A0,0xa1a4,0x9cc9,1933,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
통,U+D1B5,0xa1a5,0x91b2,1932,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
투,U+D22C,0xa1a6,0x88db,1931,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
트,U+D2B8,0xa1a7,0x8db4,1930,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
튼,U+D2BC,0xa1a8,0xe081,1929,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
틀,U+D2C0,0xa1a9,0x8c4d,1928,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
티,U+D2F0,0xa1aa,0x95a3,1927,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
틱,U+D2F1,0xa1ab,0x8e88,1926,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
파,U+D30C,0xa1ac,0x8da8,1925,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
판,U+D310,0xa1ad,0x9440,1924,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
패,U+D328,0xa1ae,0x8b67,1923,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
포,U+D3EC,0xa1af,0x90c0,1922,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
표,U+D45C,0xa1b0,0x93d7,1921,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
품,U+D488,0xa1b1,0x8bde,1920,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
플,U+D50C,0xa1b2,0xe1c5,1919,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
피,U+D53C,0xa1b3,0x8af7,1918,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
필,U+D544,0xa1b4,0x8d8e,1916,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
하,U+D558,0xa1b5,0x9661,1915,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
한,U+D55C,0xa1b6,0x92de,1914,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
할,U+D560,0xa1b7,0x949c,1913,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
함,U+D568,0xa1b8,0x92dd,1912,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
합,U+D569,0xa1b9,0x8fbc,1911,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
항,U+D56D,0xa1ba,0x93b6,1910,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
해,U+D574,0xa1bb,0x92d7,1909,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
했,U+D588,0xa1bc,0x8dfb,1908,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
행,U+D589,0xa1bd,0x9177,1907,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
형,U+D615,0xa1be,0x9570,1906,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
혼,U+D63C,0xa1bf,0x8184,1905,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
화,U+D654,0xa1c0,0x8183,1904,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
확,U+D655,0xa1c1,0x9490,1903,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
환,U+D658,0xa1c2,0x99ea,1902,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
황,U+D669,0xa1c3,0x8e54,1901,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
회,U+D68C,0xa1c4,0x9968,1900,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
효,U+D6A8,0xa1c5,0x91ec,1899,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
후,U+D6C4,0xa1c6,0x89f2,1898,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
히,U+D788,0xa1c7,0x9249,1897,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
힌,U+D78C,0xa1c8,0x8d69,1895,85,PROVISIONAL_RESEARCH,font-overlay-field-ui-candidate/manifest.json
